Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons
Rude,1995,R,12-Apr-96,89 min,"Crime, Drama",Clement Virgo,Clement Virgo,"Maurice Dean Wint, Rachael Crawford, Clark Johnson","This is the Easter weekend. In an inner city project, three people struggle against their demons and try to find redemption. They are Maxine, a window dresser depressed since she had an abortion and lost her lover ; Jordan, a boxe...",English,Canada,2 wins & 9 nominations,https://m.media-amazon.com/images/M/MV5BYjE3OWFmYzYtN2Q3OC00OTFhLWI5NTYtNzJjYThiM2ZlMTg3L2ltYWdlXkEyXkFqcGdeQXVyNjg3MjkyOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",N/A,6.1,234,tt0114305,movie,N/A,N/A,N/A,N/A,TRUE,
Carried Away,1996,R,31-May-96,109 min,"Drama, Romance",Bruno Barreto,"Jim Harrison, Ed Jones","Dennis Hopper, Amy Irving, Amy Locane","Joseph Svenden is a middle-aged school-teacher who lives on a farm with his dying mother. In his simple life there are no excitements, even in long-time relationship with a widow. However, when seventeen-year-old beauty enrolls in...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMDE1YWNhN2ItOTc4Mi00NmMzLThlOWQtMTAzYTFjZmE2NmVjXkEyXkFqcGdeQXVyMTI0Nzk5NTQ2._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}]",N/A,6.3,"1,635",tt0115837,movie,14-Jun-05,"$290,978 ",N/A,N/A,TRUE,
All Dogs Go to Heaven 2,1996,G,29-Mar-96,82 min,"Animation, Adventure, Family","Larry Leker, Paul Sabella","Arne Olsen, Kelly Ward, Mark Young","Charlie Sheen, Sheena Easton, Dom DeLuise","Charlie and Itchy return to Earth to find Gabriel's Horn, but along the way meet up with a young boy named David, who ran away from home.",English,United States,3 nominations,https://m.media-amazon.com/images/M/MV5BMzQ5NzdkOWEtNjg3Yi00NzY1LWE1NzItOWFiOGFiYzRiYmJjXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}]",N/A,5.5,"6,325",tt0115509,movie,6-Mar-01,"$8,620,678 ",N/A,N/A,TRUE,
Land and Freedom,1995,Not Rated,22-Mar-96,109 min,"Drama, War",Ken Loach,Jim Allen,"Ian Hart, Rosana Pastor, Icíar Bollaín",David is an unemployed communist that comes to Spain in 1937 during the civil war to enroll the republicans and defend the democracy against the fascists. He makes friends between the soldiers.,"English, Spanish, Catalan","United Kingdom, Spain, Germany, Italy, France, United States",Nominated for 1 BAFTA Award8 wins & 5 nominations total,https://m.media-amazon.com/images/M/MV5BMDc1MGM4OWEtZjUzNS00MWEyLWI0ZGUtMWU5YzU0MjhiYjU1XkEyXkFqcGdeQXVyNzgzODI1OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}]",N/A,7.5,"11,582",tt0114671,movie,N/A,"$228,800 ",N/A,N/A,TRUE,
Denise Calls Up,1995,PG-13,29-Mar-96,80 min,Comedy,Hal Salwen,Hal Salwen,"Tim Daly, Caroleen Feeney, Dan Gunther","A group of friends in New York, working away at their PCs and laptops, keep in touch exclusively by phone and fax; all are too busy to meet face-to-face. By phone, Gale plays matchmaker for Jerry and Barbara who hit it off beautif...",English,United States,6 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BMDNiODVjOTktZmFlZS00Y2VmLTg5NmItYWUyMjg5ZWQxMmM1XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}]",N/A,6.6,"1,385",tt0112844,movie,N/A,"$148,121 ",N/A,N/A,TRUE,
Theodore Rex,1995,PG,10-Oct-97,92 min,"Action, Comedy, Family",Jonathan R. Betuel,Jonathan R. Betuel,"Whoopi Goldberg, Armin Mueller-Stahl, Juliet Landau","In an alternate futuristic society, a tough female police detective is paired with a talking dinosaur to find the killer of dinosaurs and other prehistoric animals leading them to a mad scientist bent on creating a new Armageddon.",English,United States,2 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BMGE2MDBhODctN2JhMy00NGRjLWFlZjAtNjk5MGUwNTBmMzJlXkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '2.3/10'}]",N/A,2.3,"4,724",tt0114658,movie,8-Jul-03,N/A,N/A,N/A,TRUE,
A Family Thing,1996,PG-13,29-Mar-96,109 min,"Comedy, Drama",Richard Pearce,"Billy Bob Thornton, Tom Epperson","Robert Duvall, James Earl Jones, Michael Beach","When an old woman dies, she leaves a note for her apparent son (Robert Duvall) which tells him that his biological mother died giving birth to him. She begs him to make peace with his half-brother (James Earl Jones) living in Chic...",English,United States,3 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BMjE1MjI1MTkwNl5BMl5BanBnXkFtZTYwNjcwNDU5._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",71,7.1,"3,904",tt0116275,movie,14-Oct-14,"$10,125,417 ",N/A,N/A,TRUE,
Frisk,1995,Unrated,22-Mar-96,88 min,"Drama, Thriller",Todd Verow,"Dennis Cooper, Jim Dwyer, George LaVoo","Michael Gunther, Craig Chester, Michael Stock","A first person narrative of the exploits of a gay serial killer in deeply disturbing, controversial drama about violence, sexuality, and the imagination. Dennis, the main character, whose lead we follow on this path between what i...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTkxMjQzMzMxN15BMl5BanBnXkFtZTcwODc0OTgyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}]",N/A,4.9,705,tt0113122,movie,30-Sep-03,"$87,433 ",N/A,N/A,TRUE,
Sgt. Bilko,1996,PG,29-Mar-96,93 min,Comedy,Jonathan Lynn,"Nat Hiken, Andy Breckman","Steve Martin, Dan Aykroyd, Phil Hartman","Sgt. Bilko is a well-liked conman in charge of the army base's motor pool, developing a hover tank and unofficially of gambling etc. One man hates Bilko and he's coming to inspect the base for possible closure.",English,United States,1 win,https://m.media-amazon.com/images/M/MV5BNDI2NzBhMzYtZjk4Zi00M2U0LWJjYTEtNWJlZDY0MDk5OWY1XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47,5.8,"23,244",tt0117608,movie,11-Mar-08,"$30,356,793 ",N/A,N/A,TRUE,
Jack,1996,PG-13,9-Aug-96,113 min,"Comedy, Drama, Fantasy",Francis Ford Coppola,"James DeMonaco, Gary Nadeau","Robin Williams, Diane Lane, Brian Kerwin","Because of an unusual disorder that has aged him four times faster than a typical human being, a boy looks like a 40-year-old man as he starts fifth grade at public school after being homeschooled.","English, Spanish",United States,6 nominations,https://m.media-amazon.com/images/M/MV5BZDYyYzAyNjctODM1Mi00ZjE4LWFmNTItZjRmOWUxODA1ODY4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '17%'}, {'Source': 'Metacritic', 'Value': '31/100'}]",31,5.8,"61,950",tt0116669,movie,31-Jul-05,"$58,620,973 ",N/A,N/A,TRUE,
Girl 6,1996,R,22-Mar-96,108 min,"Comedy, Drama",Spike Lee,Suzan-Lori Parks,"Theresa Randle, Isaiah Washington, Spike Lee",An aspiring actress disappointed by her treatment in the movie industry turns to phone sex to make a living.,English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BNjA0MTkzMjEtMzhlZS00NTRkLThiMGYtNWJiZWEwZmQwMGViXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44,5.3,"6,490",tt0116414,movie,2-Oct-12,"$4,939,939 ",N/A,N/A,TRUE,
Diabolique,1955,Not Rated,21-Nov-55,117 min,"Crime, Drama, Horror",Henri-Georges Clouzot,"Pierre Boileau, Thomas Narcejac, Henri-Georges Clouzot","Simone Signoret, Véra Clouzot, Paul Meurisse",The wife and mistress of a loathed school principal plan to murder him with what they believe is the perfect alibi.,"French, English",France,4 wins,https://m.media-amazon.com/images/M/MV5BZjYyNDk4ZDAtODA0My00NWRiLWE1YTktMzgzMTVlNDM1YTA1L2ltYWdlXkEyXkFqcGdeQXVyNTk1NTMyNzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}]",N/A,8.1,"67,144",tt0046911,movie,2-Feb-99,N/A,N/A,N/A,TRUE,
Happy Weekend,1996,N/A,14-Mar-96,86 min,Comedy,Ed Herzog,"Ed Herzog, Rainer Knepperges","Erik Goertz, Anton Rattinger, Dieter Wardetzky",N/A,German,Germany,N/A,https://m.media-amazon.com/images/M/MV5BOGZhNGYzZTYtZjgwYS00MTU1LTgyZWMtMmJmZDM1YWNjOGM1XkEyXkFqcGdeQXVyNjg3MTIwODI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}]",N/A,5.3,56,tt0116485,movie,N/A,N/A,N/A,N/A,TRUE,
Nelly,2016,N/A,7-Sep-18,100 min,"Biography, Drama",Anne Émond,"Nelly Arcan, Anne Émond","Mylène Mackay, Milya Corbeil-Gauvreau, Mickaël Gouin","Inspired by the life and works of Nelly Arcan, a sex worker turned international literary star, lost between irreconcilable identities, whose life ended tragically.","French, English",Canada,5 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BNWVkNjZjNGItODlhMC00YjgzLTk4MTEtZWNlNjVhNzFkYzIxXkEyXkFqcGdeQXVyMjU4MDUyNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,5.7,538,tt5326364,movie,25-Apr-17,"$3,751 ",N/A,N/A,TRUE,
Courage Under Fire,1996,R,12-Jul-96,116 min,"Action, Drama, Mystery",Edward Zwick,Patrick Sheane Duncan,"Denzel Washington, Meg Ryan, Lou Diamond Phillips","A U.S. Army officer, despondent about a deadly mistake he made, investigates a female chopper commander's worthiness for the Medal of Honor.","English, Arabic",United States,9 wins & 7 nominations,https://m.media-amazon.com/images/M/MV5BODJlOTlkNzUtN2U2OC00NWUxLTg3MjgtNGVmZGU5ZTk0ZjM4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77,6.6,"56,931",tt0115956,movie,26-Dec-00,"$59,031,057 ",N/A,N/A,TRUE,
Mission: Impossible - Ghost Protocol,2011,PG-13,21-Dec-11,132 min,"Action, Adventure, Thriller",Brad Bird,"Bruce Geller, Josh Appelbaum, André Nemec","Tom Cruise, Jeremy Renner, Simon Pegg","The IMF is shut down when it's implicated in the bombing of the Kremlin, causing Ethan Hunt and his new team to go rogue to clear their organization's name.","English, Russian, French, Arabic, Swedish",United States,5 wins & 30 nominations,https://m.media-amazon.com/images/M/MV5BMTY4MTUxMjQ5OV5BMl5BanBnXkFtZTcwNTUyMzg5Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,7.4,"500,167",tt1229238,movie,17-Apr-12,"$209,397,903 ",N/A,N/A,TRUE,
Moll Flanders,1996,PG-13,14-Jun-96,123 min,"Drama, Romance",Pen Densham,"Daniel Defoe, Pen Densham","Robin Wright, Morgan Freeman, Stockard Channing","The daughter of a thief, young Moll is placed in the care of a nunnery after her mother's execution, but the actions of an abusive priest lead her to rebel as a teenager, and she escapes to the dangerous streets of London. Further...",English,"United States, Ireland",4 nominations,https://m.media-amazon.com/images/M/MV5BZDZlODcwNGUtN2JhNi00Njc2LWJmZjYtNWI2ZWE1MTUyNDFjXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}]",N/A,6.4,"4,389",tt0117071,movie,7-Dec-17,"$3,486,957 ",N/A,N/A,TRUE,
Das Superweib,1996,N/A,7-Mar-96,86 min,Comedy,Sönke Wortmann,"Jürgen Egger, Hera Lind, Gundula Leni Ohngemach","Veronica Ferres, Joachim Król, Richy Müller","Franziska is a romantic woman with two children and a husband who is working around the globe as a movie director. When she wants to buy a flat, she gets in contact with Enno Winkel, a fanatic lawyer whose hobby is divorce cases. ...",German,Germany,N/A,https://m.media-amazon.com/images/M/MV5BMjAzMzgxNjMzMl5BMl5BanBnXkFtZTcwNzUyNzUxMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}]",N/A,4.3,848,tt0117788,movie,N/A,N/A,N/A,N/A,TRUE,
DragonHeart,1996,PG-13,31-May-96,103 min,"Action, Adventure, Fantasy",Rob Cohen,"Patrick Read Johnson, Charles Edward Pogue","Dennis Quaid, Sean Connery, Dina Meyer","The last dragon and a disillusioned dragonslaying Knight must cooperate to stop an evil King, who was given partial immortality.",English,United States,Nominated for 1 Oscar. 3 wins & 10 nominations total,https://m.media-amazon.com/images/M/MV5BZGYzMjk3M2MtZDZlYi00YjhmLWFmMmItYjRiMjk4ZWI2N2Q5XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49,6.4,"99,490",tt0116136,movie,31-Mar-98,"$51,367,375 ",N/A,N/A,TRUE,
Und keiner weint mir nach,1996,N/A,29-Feb-96,102 min,"Biography, Drama",Joseph Vilsmaier,"Sigi Sommer, Willy Purucker","Peter Ketnath, Nina Hoss, Steffen Schroeder","Leo and Marili grow up in a working class neighborhood in post world war one Munich in Germany. They make their first holy communion, fall in love for the first time, graduate from school and start working, bury a loved one for th...",German,Germany,N/A,https://m.media-amazon.com/images/M/MV5BMTM1NDcyNDA3N15BMl5BanBnXkFtZTcwODEzNTcxMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",N/A,5.5,51,tt0118026,movie,N/A,N/A,N/A,N/A,TRUE,
My Mother's Courage,1995,N/A,29-Feb-96,89 min,"Drama, War",Michael Verhoeven,"George Tabori, Michael Verhoeven","Pauline Collins, George Tabori, Ulrich Tukur","The deportation of 4000 Jews from Budapest to Auschwitz in July 1944, as told by George Tabori, and how the narrator's mother escaped it, owing to coincidence, courage and some help from where you'd least expect it.","English, German","Germany, United Kingdom, Austria, Ireland",4 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BMTYzNzI0NTI3Ml5BMl5BanBnXkFtZTcwMDIyMjE0MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,198,tt0117117,movie,13-Feb-07,N/A,N/A,N/A,TRUE,
Eddie,1996,PG-13,31-May-96,100 min,"Comedy, Sport",Steve Rash,"Steve Zacharias, Jeff Buhai, Jon Connolly","Whoopi Goldberg, Frank Langella, Dennis Farina","Coincidences lead to the New York Knicks, getting its loudest fan, Edwina ""Eddie"" Franklin, as coach. Season victory?","English, Russian",United States,1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BMGE0YzJkNjUtOGU4Ny00Njc0LTg1ZmItNjA5ZGVkZGVhYzk5XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}]",N/A,5.2,"11,222",tt0116168,movie,1-Jul-03,"$31,387,164 ",N/A,N/A,TRUE,
Yankee Zulu,1993,PG,16-Feb-96,100 min,"Comedy, Drama",Gray Hofmeyr,"Leon Schuster, Gray Hofmeyr, Craig Gardner","Leon Schuster, John Matshikiza, Wilson Dunster","As children, Rhino and Zulu were best friends, until an incident causes them to go their separate ways. They meet up again as adults when Zulu, who has spent years in the United States, has become a wanted criminal. They get invol...","English, Afrikaans",South Africa,N/A,https://m.media-amazon.com/images/M/MV5BMjA2MDUyNDc4MV5BMl5BanBnXkFtZTYwNjU3MDg4._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",N/A,6.4,"1,856",tt0111787,movie,19-Apr-16,N/A,N/A,N/A,TRUE,
Billy's Holiday,1995,R,19-Oct-95,92 min,Musical,Richard Wherrett,Denis Whitburn,"Max Cullen, Kris McQuade, Tina Bursill","This movie is all about a normal guy called Billy Apples. He is a social drinker and sometimes lead singer of a band. While he is doing all of this, he still manages to bring up his teenage daughter. One night while sitting at hom...",English,Australia,2 wins,https://m.media-amazon.com/images/M/MV5BMTQyMjIzNzYyOF5BMl5BanBnXkFtZTcwMzg5NTAyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]",N/A,5.1,162,tt0112509,movie,N/A,N/A,N/A,N/A,TRUE,
Plein soleil,2015,N/A,8-Oct-15,24 min,"Short, Drama, Family",Frédéric Castadot,Frédéric Castadot,"Aurélien Labruyère, Edwige Baily, Gustave Delannoy","Under the leaden sky of a summer day, Eric goes to work to defend a great issue. But, blinded by stress, Eric is forgetting the most important thing...",French,Belgium,1 win,https://m.media-amazon.com/images/M/MV5BYmIwNTg1MTEtMjcwOS00NzI5LWJmZmYtOTczYjQ2N2U5MmMxXkEyXkFqcGdeQXVyMTE3NDU1ODk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",N/A,7.3,26,tt4132520,movie,N/A,N/A,N/A,N/A,TRUE,
August,2008,R,8-Oct-09,88 min,Drama,Austin Chick,Howard A. Rodman,"Josh Hartnett, Naomie Harris, Adam Scott","August centers on two brothers fighting to keep their start-up company afloat on Wall Street during August 2001, a month before the 9/11 terrorist attacks.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMjhkMTg0OTEtY2U3ZC00OGVkLWIxZjktMDZkMTM0MzNiNWY3XkEyXkFqcGdeQXVyMjI0Mjg2NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",39,5.3,"4,257",tt0470679,movie,26-Aug-08,"$12,636 ",N/A,N/A,TRUE,
James and the Giant Peach,1996,PG,12-Apr-96,79 min,"Animation, Adventure, Family",Henry Selick,"Roald Dahl, Karey Kirkpatrick, Jonathan Roberts","Paul Terry, Joanna Lumley, Pete Postlethwaite","An orphan who lives with his two cruel aunts befriends anthropomorphic bugs who live inside a giant peach, and they embark on a journey to New York City.",English,"United Kingdom, United States",Nominated for 1 Oscar. 4 wins & 13 nominations total,https://m.media-amazon.com/images/M/MV5BMTNkNWIwNGUtNTJlOC00NDU3LTk0NWEtNjNjNDM4NzRiNThkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",78,6.7,"70,508",tt0116683,movie,3-Aug-10,"$28,946,127 ",N/A,N/A,TRUE,
Fear,1996,R,12-Apr-96,97 min,"Drama, Thriller",James Foley,Christopher Crowe,"Mark Wahlberg, Reese Witherspoon, William Petersen","When Nicole met David; handsome, charming, affectionate, he was everything. It seemed perfect, but soon she sees that David has a darker side. And his adoration turns to obsession, their dream into a nightmare, and her love into f...",English,United States,1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BZTM4ZmJmMTQtMWUxOS00MjQxLTllNmQtNzI4YWVhYzZlNTRkXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51,6.2,"50,982",tt0116287,movie,25-Feb-03,"$20,831,000 ",N/A,N/A,TRUE,
Kids in the Hall: Brain Candy,1996,R,19-Apr-96,89 min,Comedy,Kelly Makin,"Norm Hiscock, Bruce McCulloch, Kevin McDonald","David Foley, Bruce McCulloch, Kevin McDonald","A pharmaceutical scientist creates a pill that makes people remember their happiest memory, and although it's successful, it has unfortunate side effects.",English,"Canada, United States",5 nominations,https://m.media-amazon.com/images/M/MV5BZDJlZDE4N2UtMjhjMC00ZWYyLWFiNjItZjI1NjY0MDE3YjE4XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,6.9,"9,279",tt0116768,movie,18-Mar-08,"$2,654,308 ",N/A,N/A,TRUE,
Faithful,1996,R,3-Apr-96,91 min,"Comedy, Crime, Drama",Paul Mazursky,Chazz Palminteri,"Cher, Chazz Palminteri, Ryan O'Neal","A depressed housewife whose husband is having an affair contemplates suicide, but changes her mind when she faces death by a killer hired to do her in.",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BOWQzNGIxNmMtNjhjMS00Njc5LWI1N2MtODczZDEyYjI2M2Q4XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '6%'}]",N/A,5.8,"2,201",tt0116269,movie,N/A,"$2,104,439 ",N/A,N/A,TRUE,
Mystery Science Theater 3000: The Movie,1996,PG-13,19-Apr-96,73 min,"Comedy, Drama, Fantasy",Jim Mallon,"Michael J. Nelson, Trace Beaulieu, Jim Mallon","Trace Beaulieu, Michael J. Nelson, Jim Mallon",Mike Nelson and his robot companions watch and give their comments about This Island Earth (1955).,English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BYzNmN2UzNTAtNmZkMS00MmI3LThhNzEtNjI1YjJlN2JiZjU0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,7.2,"18,634",tt0117128,movie,6-May-08,"$1,007,306 ",N/A,N/A,TRUE,
